image_path,file_name,file_extension,status,error,file_size_mb,created_time,modified_time,Species,activity,filename_tokens,image_format,color_mode,width_px,height_px,aspect_ratio,has_exif,camera_make,camera_model,datetime_original,gps_info
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0052_SA_ElayneLooker.JPG,20230718_IMG_0052_SA_ElayneLooker.JPG,.jpg,success,,5.76,2025-12-15 14:48:41.854508,2025-11-07 13:43:36,,Survey,"20230718, IMG, 0052, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:45:33,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0053_SA_ElayneLooker.JPG,20230718_IMG_0053_SA_ElayneLooker.JPG,.jpg,success,,5.399,2025-12-15 14:48:41.964690,2025-11-07 13:43:36,,Survey,"20230718, IMG, 0053, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:45:37,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0054_SA_ElayneLooker.JPG,20230718_IMG_0054_SA_ElayneLooker.JPG,.jpg,success,,5.325,2025-12-15 14:48:42.032047,2025-11-07 13:43:36,,Survey,"20230718, IMG, 0054, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:45:39,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0055_SA_ElayneLooker.JPG,20230718_IMG_0055_SA_ElayneLooker.JPG,.jpg,success,,5.212,2025-12-15 14:48:42.154576,2025-11-07 13:43:36,,Survey,"20230718, IMG, 0055, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:45:40,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0056_SA_ElayneLooker.JPG,20230718_IMG_0056_SA_ElayneLooker.JPG,.jpg,success,,5.147,2025-12-15 14:48:42.241150,2025-11-07 13:43:36,,Survey,"20230718, IMG, 0056, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:46:06,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0057_SA_ElayneLooker.JPG,20230718_IMG_0057_SA_ElayneLooker.JPG,.jpg,success,,5.138,2025-12-15 14:48:42.303490,2025-11-07 13:43:36,,Survey,"20230718, IMG, 0057, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:46:10,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0058_SA_ElayneLooker.JPG,20230718_IMG_0058_SA_ElayneLooker.JPG,.jpg,success,,4.965,2025-12-15 14:48:42.396613,2025-11-07 13:43:36,,Survey,"20230718, IMG, 0058, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:46:19,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0059_SA_ElayneLooker.JPG,20230718_IMG_0059_SA_ElayneLooker.JPG,.jpg,success,,5.575,2025-12-15 14:48:42.466595,2025-11-07 13:43:36,,Survey,"20230718, IMG, 0059, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:46:36,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0060_SA_ElayneLooker.JPG,20230718_IMG_0060_SA_ElayneLooker.JPG,.jpg,success,,8.001,2025-12-15 14:48:42.569727,2025-11-07 13:43:36,,Survey,"20230718, IMG, 0060, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:48:08,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0061_SA_ElayneLooker.JPG,20230718_IMG_0061_SA_ElayneLooker.JPG,.jpg,success,,7.313,2025-12-15 14:48:42.697516,2025-11-07 13:43:38,,Survey,"20230718, IMG, 0061, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:48:54,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0062_SA_ElayneLooker.JPG,20230718_IMG_0062_SA_ElayneLooker.JPG,.jpg,success,,6.637,2025-12-15 14:48:42.795706,2025-11-07 13:43:38,,Survey,"20230718, IMG, 0062, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:49:04,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0063_SA_ElayneLooker.JPG,20230718_IMG_0063_SA_ElayneLooker.JPG,.jpg,success,,7.133,2025-12-15 14:48:42.906640,2025-11-07 13:43:38,,Survey,"20230718, IMG, 0063, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:49:06,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0064_SA_ElayneLooker.JPG,20230718_IMG_0064_SA_ElayneLooker.JPG,.jpg,success,,6.397,2025-12-15 14:48:43.011991,2025-11-07 13:43:38,,Survey,"20230718, IMG, 0064, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:49:55,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0065_SA_ElayneLooker.JPG,20230718_IMG_0065_SA_ElayneLooker.JPG,.jpg,success,,6.528,2025-12-15 14:48:43.121675,2025-11-07 13:43:38,,Survey,"20230718, IMG, 0065, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:52:00,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0066_SA_ElayneLooker.JPG,20230718_IMG_0066_SA_ElayneLooker.JPG,.jpg,success,,6.736,2025-12-15 14:48:43.232806,2025-11-07 13:43:38,,Survey,"20230718, IMG, 0066, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:52:01,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0067_SA_ElayneLooker.JPG,20230718_IMG_0067_SA_ElayneLooker.JPG,.jpg,success,,5.292,2025-12-15 14:48:43.327569,2025-11-07 13:43:38,,Survey,"20230718, IMG, 0067, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:55:24,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0068_SA_ElayneLooker.JPG,20230718_IMG_0068_SA_ElayneLooker.JPG,.jpg,success,,6.417,2025-12-15 14:48:43.468313,2025-11-07 13:43:38,,Survey,"20230718, IMG, 0068, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:55:32,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0069_SA_ElayneLooker.JPG,20230718_IMG_0069_SA_ElayneLooker.JPG,.jpg,success,,6.257,2025-12-15 14:48:43.532515,2025-11-07 13:43:38,,Survey,"20230718, IMG, 0069, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:55:34,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Elayne_Looker\JPG\20230718_IMG_0070_SA_ElayneLooker.JPG,20230718_IMG_0070_SA_ElayneLooker.JPG,.jpg,success,,6.31,2025-12-15 14:48:43.648381,2025-11-07 13:43:38,,Survey,"20230718, IMG, 0070, SA, ElayneLooker",JPEG,RGB,5184.0,3456.0,1.5,True,Canon,Canon EOS 7D,2023:07:18 06:55:36,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0698_SA_SaraAl-Balushi.JPG,20230718_1X2A0698_SA_SaraAl-Balushi.JPG,.jpg,success,,7.028,2025-12-15 14:48:53.411324,2025-11-07 13:43:42,,Survey,"20230718, 1X2A0698, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:41:54,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0699_SA_SaraAl-Balushi.JPG,20230718_1X2A0699_SA_SaraAl-Balushi.JPG,.jpg,success,,7.177,2025-12-15 14:48:53.511055,2025-11-07 13:43:42,,Survey,"20230718, 1X2A0699, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:41:54,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0700_SA_SaraAl-Balushi.JPG,20230718_1X2A0700_SA_SaraAl-Balushi.JPG,.jpg,success,,7.013,2025-12-15 14:48:53.620347,2025-11-07 13:43:42,,Survey,"20230718, 1X2A0700, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:41:54,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0701_SA_SaraAl-Balushi.JPG,20230718_1X2A0701_SA_SaraAl-Balushi.JPG,.jpg,success,,7.373,2025-12-15 14:48:53.737627,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0701, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:41:58,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0703_SA_SaraAl-Balushi.JPG,20230718_1X2A0703_SA_SaraAl-Balushi.JPG,.jpg,success,,6.935,2025-12-15 14:48:53.846880,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0703, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:42:07,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0706_SA_SaraAl-Balushi.JPG,20230718_1X2A0706_SA_SaraAl-Balushi.JPG,.jpg,success,,7.187,2025-12-15 14:48:53.977556,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0706, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:12,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0707_SA_SaraAl-Balushi.JPG,20230718_1X2A0707_SA_SaraAl-Balushi.JPG,.jpg,success,,7.28,2025-12-15 14:48:54.087505,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0707, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:12,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0708_SA_SaraAl-Balushi.JPG,20230718_1X2A0708_SA_SaraAl-Balushi.JPG,.jpg,success,,7.231,2025-12-15 14:48:54.211149,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0708, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:12,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0709_SA_SaraAl-Balushi.JPG,20230718_1X2A0709_SA_SaraAl-Balushi.JPG,.jpg,success,,7.271,2025-12-15 14:48:54.323354,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0709, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:13,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0710_SA_SaraAl-Balushi.JPG,20230718_1X2A0710_SA_SaraAl-Balushi.JPG,.jpg,success,,7.417,2025-12-15 14:48:54.417696,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0710, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:13,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0712_SA_SaraAl-Balushi.JPG,20230718_1X2A0712_SA_SaraAl-Balushi.JPG,.jpg,success,,6.79,2025-12-15 14:48:54.497294,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0712, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:15,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0713_SA_SaraAl-Balushi.JPG,20230718_1X2A0713_SA_SaraAl-Balushi.JPG,.jpg,success,,6.574,2025-12-15 14:48:54.608464,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0713, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:15,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0715_SA_SaraAl-Balushi.JPG,20230718_1X2A0715_SA_SaraAl-Balushi.JPG,.jpg,success,,7.376,2025-12-15 14:48:54.713973,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0715, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:16,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0716_SA_SaraAl-Balushi.JPG,20230718_1X2A0716_SA_SaraAl-Balushi.JPG,.jpg,success,,7.766,2025-12-15 14:48:54.819236,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0716, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:17,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0717_SA_SaraAl-Balushi.JPG,20230718_1X2A0717_SA_SaraAl-Balushi.JPG,.jpg,success,,7.919,2025-12-15 14:48:54.919822,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0717, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:17,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0718_SA_SaraAl-Balushi.JPG,20230718_1X2A0718_SA_SaraAl-Balushi.JPG,.jpg,success,,7.902,2025-12-15 14:48:55.038323,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0718, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:17,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0719_SA_SaraAl-Balushi.JPG,20230718_1X2A0719_SA_SaraAl-Balushi.JPG,.jpg,success,,8.01,2025-12-15 14:48:55.156936,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0719, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:18,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0720_SA_SaraAl-Balushi.JPG,20230718_1X2A0720_SA_SaraAl-Balushi.JPG,.jpg,success,,8.203,2025-12-15 14:48:55.289207,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0720, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:19,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0722_SA_SaraAl-Balushi.JPG,20230718_1X2A0722_SA_SaraAl-Balushi.JPG,.jpg,success,,8.506,2025-12-15 14:48:55.415350,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0722, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:25,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0726_SA_SaraAl-Balushi.JPG,20230718_1X2A0726_SA_SaraAl-Balushi.JPG,.jpg,success,,8.192,2025-12-15 14:48:55.538920,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0726, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:32,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0727_SA_SaraAl-Balushi.JPG,20230718_1X2A0727_SA_SaraAl-Balushi.JPG,.jpg,success,,8.18,2025-12-15 14:48:55.656121,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0727, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:43:32,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0734_SA_SaraAl-Balushi.JPG,20230718_1X2A0734_SA_SaraAl-Balushi.JPG,.jpg,success,,7.012,2025-12-15 14:48:55.771634,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0734, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:44:02,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0735_SA_SaraAl-Balushi.JPG,20230718_1X2A0735_SA_SaraAl-Balushi.JPG,.jpg,success,,7.686,2025-12-15 14:48:55.893414,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0735, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:44:37,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0736_SA_SaraAl-Balushi.JPG,20230718_1X2A0736_SA_SaraAl-Balushi.JPG,.jpg,success,,7.896,2025-12-15 14:48:56.000650,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0736, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:44:37,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0737_SA_SaraAl-Balushi.JPG,20230718_1X2A0737_SA_SaraAl-Balushi.JPG,.jpg,success,,7.724,2025-12-15 14:48:56.105928,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0737, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:44:37,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0738_SA_SaraAl-Balushi.JPG,20230718_1X2A0738_SA_SaraAl-Balushi.JPG,.jpg,success,,7.494,2025-12-15 14:48:56.218909,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0738, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:44:41,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0739_SA_SaraAl-Balushi.JPG,20230718_1X2A0739_SA_SaraAl-Balushi.JPG,.jpg,success,,8.172,2025-12-15 14:48:56.359271,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0739, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:44:51,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0740_SA_SaraAl-Balushi.JPG,20230718_1X2A0740_SA_SaraAl-Balushi.JPG,.jpg,success,,8.263,2025-12-15 14:48:56.475941,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0740, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:44:51,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0741_SA_SaraAl-Balushi.JPG,20230718_1X2A0741_SA_SaraAl-Balushi.JPG,.jpg,success,,7.898,2025-12-15 14:48:56.593228,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0741, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:44:52,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0742_SA_SaraAl-Balushi.JPG,20230718_1X2A0742_SA_SaraAl-Balushi.JPG,.jpg,success,,7.379,2025-12-15 14:48:56.714609,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0742, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:46:41,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0743_SA_SaraAl-Balushi.JPG,20230718_1X2A0743_SA_SaraAl-Balushi.JPG,.jpg,success,,7.592,2025-12-15 14:48:56.820135,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0743, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:46:41,True
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Summer\2023_07_18\sighting_1\Sara_Al-Balushi\JPG\20230718_1X2A0744_SA_SaraAl-Balushi.JPG,20230718_1X2A0744_SA_SaraAl-Balushi.JPG,.jpg,success,,7.412,2025-12-15 14:48:56.942569,2025-11-07 13:43:44,,Survey,"20230718, 1X2A0744, SA, SaraAl, Balushi",JPEG,RGB,6720.0,4480.0,1.5,True,Canon,Canon EOS 5D Mark IV,2023:07:18 06:46:41,True
