image_path,file_name,file_extension,status,error,file_size_mb,created_time,modified_time,Species,activity,filename_tokens,image_format,color_mode,width_px,height_px,aspect_ratio,has_exif,camera_make,camera_model,datetime_original,gps_info
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 1\JPEG\P1050547.JPG,P1050547.JPG,.jpg,success,,7.203,2025-12-15 15:06:14.247864,2025-11-09 19:16:50,,Survey,P1050547,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 05:25:52,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 1\JPEG\P1050548.JPG,P1050548.JPG,.jpg,success,,7.178,2025-12-15 15:06:14.346341,2025-11-09 19:16:50,,Survey,P1050548,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 05:25:52,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 1\JPEG\P1050549.JPG,P1050549.JPG,.jpg,success,,7.22,2025-12-15 15:06:14.428545,2025-11-09 19:16:50,,Survey,P1050549,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 05:25:52,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 1\JPEG\P1050550.JPG,P1050550.JPG,.jpg,success,,7.384,2025-12-15 15:06:14.547984,2025-11-09 19:16:50,,Survey,P1050550,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 05:25:52,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 1\JPEG\P1050551.JPG,P1050551.JPG,.jpg,success,,7.574,2025-12-15 15:06:14.651618,2025-11-09 19:16:50,,Survey,P1050551,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 05:25:52,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 1\JPEG\P1050552.JPG,P1050552.JPG,.jpg,success,,7.36,2025-12-15 15:06:14.742410,2025-11-09 19:16:50,,Survey,P1050552,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 05:25:52,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050573.JPG,P1050573.JPG,.jpg,success,,6.837,2025-12-15 15:06:14.867544,2025-11-09 19:16:50,,Survey,P1050573,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:04:55,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050574.JPG,P1050574.JPG,.jpg,success,,6.71,2025-12-15 15:06:14.962408,2025-11-09 19:16:50,,Survey,P1050574,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:04:56,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050575.JPG,P1050575.JPG,.jpg,success,,6.75,2025-12-15 15:06:15.057153,2025-11-09 19:16:50,,Survey,P1050575,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:04:56,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050576.JPG,P1050576.JPG,.jpg,success,,7.356,2025-12-15 15:06:15.167553,2025-11-09 19:16:50,,Survey,P1050576,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:04:58,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050577.JPG,P1050577.JPG,.jpg,success,,7.283,2025-12-15 15:06:15.246915,2025-11-09 19:16:50,,Survey,P1050577,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:04:58,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050578.JPG,P1050578.JPG,.jpg,success,,7.272,2025-12-15 15:06:15.358319,2025-11-09 19:16:50,,Survey,P1050578,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:04:58,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050579.JPG,P1050579.JPG,.jpg,success,,7.254,2025-12-15 15:06:15.484140,2025-11-09 19:16:50,,Survey,P1050579,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:05:17,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050580.JPG,P1050580.JPG,.jpg,success,,7.257,2025-12-15 15:06:15.594907,2025-11-09 19:16:50,,Survey,P1050580,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:05:17,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050581.JPG,P1050581.JPG,.jpg,success,,7.251,2025-12-15 15:06:15.695546,2025-11-09 19:16:50,,Survey,P1050581,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:05:17,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050582.JPG,P1050582.JPG,.jpg,success,,7.26,2025-12-15 15:06:15.909544,2025-11-09 19:16:50,,Survey,P1050582,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:05:20,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050583.JPG,P1050583.JPG,.jpg,success,,7.374,2025-12-15 15:06:16.021947,2025-11-09 19:16:50,,Survey,P1050583,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:05:20,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050586.JPG,P1050586.JPG,.jpg,success,,5.733,2025-12-15 15:06:16.135617,2025-11-09 19:16:50,,Survey,P1050586,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:05:22,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050588.JPG,P1050588.JPG,.jpg,success,,6.972,2025-12-15 15:06:16.249937,2025-11-09 19:16:50,,Survey,P1050588,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:05:57,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050589.JPG,P1050589.JPG,.jpg,success,,7.089,2025-12-15 15:06:16.348940,2025-11-09 19:16:50,,Survey,P1050589,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:05:57,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050590.JPG,P1050590.JPG,.jpg,success,,6.844,2025-12-15 15:06:16.431353,2025-11-09 19:16:50,,Survey,P1050590,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:05:57,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050591.JPG,P1050591.JPG,.jpg,success,,6.918,2025-12-15 15:06:16.542392,2025-11-09 19:16:50,,Survey,P1050591,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:05:57,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050592.JPG,P1050592.JPG,.jpg,success,,6.958,2025-12-15 15:06:16.645826,2025-11-09 19:16:50,,Survey,P1050592,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:06:02,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050593.JPG,P1050593.JPG,.jpg,success,,7.013,2025-12-15 15:06:16.749870,2025-11-09 19:16:50,,Survey,P1050593,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:06:02,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050594.JPG,P1050594.JPG,.jpg,success,,6.926,2025-12-15 15:06:16.853106,2025-11-09 19:16:50,,Survey,P1050594,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:06:02,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050605.JPG,P1050605.JPG,.jpg,success,,7.156,2025-12-15 15:06:16.952243,2025-11-09 19:16:50,,Survey,P1050605,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:07:54,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050606.JPG,P1050606.JPG,.jpg,success,,7.167,2025-12-15 15:06:17.051437,2025-11-09 19:16:50,,Survey,P1050606,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:07:54,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050608.JPG,P1050608.JPG,.jpg,success,,6.582,2025-12-15 15:06:17.162275,2025-11-09 19:16:50,,Survey,P1050608,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:07:59,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050611.JPG,P1050611.JPG,.jpg,success,,6.87,2025-12-15 15:06:17.257177,2025-11-09 19:16:50,,Survey,P1050611,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:08:04,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050628.JPG,P1050628.JPG,.jpg,success,,7.052,2025-12-15 15:06:17.352305,2025-11-09 19:16:50,,Survey,P1050628,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:11:21,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050629.JPG,P1050629.JPG,.jpg,success,,7.045,2025-12-15 15:06:17.467224,2025-11-09 19:16:50,,Survey,P1050629,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:11:22,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050630.JPG,P1050630.JPG,.jpg,success,,7.177,2025-12-15 15:06:17.556905,2025-11-09 19:16:50,,Survey,P1050630,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:11:22,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050631.JPG,P1050631.JPG,.jpg,success,,7.389,2025-12-15 15:06:17.668147,2025-11-09 19:16:50,,Survey,P1050631,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:11:23,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050632.JPG,P1050632.JPG,.jpg,success,,7.424,2025-12-15 15:06:17.775941,2025-11-09 19:16:50,,Survey,P1050632,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:11:23,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050633.JPG,P1050633.JPG,.jpg,success,,7.498,2025-12-15 15:06:17.883625,2025-11-09 19:16:50,,Survey,P1050633,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:11:23,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050634.JPG,P1050634.JPG,.jpg,success,,5.732,2025-12-15 15:06:17.985388,2025-11-09 19:16:50,,Survey,P1050634,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:12:29,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050635.JPG,P1050635.JPG,.jpg,success,,5.767,2025-12-15 15:06:18.067418,2025-11-09 19:16:50,,Survey,P1050635,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:12:29,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050636.JPG,P1050636.JPG,.jpg,success,,5.795,2025-12-15 15:06:18.127343,2025-11-09 19:16:50,,Survey,P1050636,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:12:30,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\2023_Photos and videos_Winter\Data_25.02.2023\Photos\simon_parker\Sighting 2\JPEG\P1050637.JPG,P1050637.JPG,.jpg,success,,5.749,2025-12-15 15:06:18.222656,2025-11-09 19:16:50,,Survey,P1050637,MPO,RGB,4896.0,3672.0,1.3333,True,Panasonic,DC-FZ82,2023:02:25 08:12:30,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\GIS data\NEOM Marine Megafauna Density Maps\NEOM Cetacean Sighting Density Map.png,NEOM Cetacean Sighting Density Map.png,.png,success,,1.13,2025-12-15 14:47:44.516890,2025-11-07 11:46:10,,Survey,NEOM Cetacean Sighting Density Map,PNG,RGBA,4961.0,3508.0,1.4142,False,,,,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\GIS data\NEOM Marine Megafauna Density Maps\NEOM Dugong Sighting Density Map.png,NEOM Dugong Sighting Density Map.png,.png,success,,0.925,2025-12-15 14:47:44.548798,2025-11-07 11:46:10,,Survey,NEOM Dugong Sighting Density Map,PNG,RGBA,4961.0,3508.0,1.4142,False,,,,False
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\GIS data\NEOM Marine Megafauna Density Maps\NEOM Turtle Sighting Density Map.png,NEOM Turtle Sighting Density Map.png,.png,success,,0.91,2025-12-15 14:47:44.580435,2025-11-07 11:46:10,,Survey,NEOM Turtle Sighting Density Map,PNG,RGBA,4961.0,3508.0,1.4142,False,,,,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\06_GIS\02_Figures\2025-01-21_Code of Conduct_Draft Turtle Maps Request\83504_20241217_Area of Interest Full_Rev01.png,83504_20241217_Area of Interest Full_Rev01.png,.png,success,,7.186,2025-12-15 15:06:28.583791,2025-11-07 11:59:20,Turtles,,"83504, 20241217, Area of Interest Full, Rev01",PNG,RGB,4961.0,3508.0,1.4142,False,,,,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\06_GIS\02_Figures\2025-03-25_Baraqan Turtles\83504_20250323_Turtle_Survey_Result_Baraqan_2022_23_24.png,83504_20250323_Turtle_Survey_Result_Baraqan_2022_23_24.png,.png,success,,3.812,2025-12-15 15:06:28.661184,2025-11-07 11:59:20,Turtles,Survey,"83504, 20250323, Turtle, Survey, Result, Baraqan, 2022, 23, 24",PNG,RGB,3508.0,2480.0,1.4145,False,,,,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\06_GIS\02_Figures\2025-03-25_Baraqan Turtles\83504_20250323_Turtle_Survey_Result_Baraqan_2024.png,83504_20250323_Turtle_Survey_Result_Baraqan_2024.png,.png,success,,3.804,2025-12-15 15:06:28.754346,2025-11-07 11:59:20,Turtles,Survey,"83504, 20250323, Turtle, Survey, Result, Baraqan, 2024",PNG,RGB,3508.0,2480.0,1.4145,False,,,,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\02_Turtle_Hatchery\Sea_Turtle_Hatchery.JPG,Sea_Turtle_Hatchery.JPG,.jpg,success,,0.231,2025-12-15 15:06:28.899544,2025-11-07 12:01:56,Turtles,,"Sea, Turtle, Hatchery",JPEG,RGB,1280.0,960.0,1.3333,True,,,2024:11:28 18:24:18,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\01_Artificial_Osprey_Nests\01_Maps\01 NEOM_Cameratraps_Livefeed_.png,01 NEOM_Cameratraps_Livefeed_.png,.png,success,,3.556,2025-12-15 15:06:28.947900,2025-11-07 12:01:56,Turtles,,"01 NEOM, Cameratraps, Livefeed, ",PNG,RGB,4961.0,3508.0,1.4142,False,,,,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\01_Artificial_Osprey_Nests\01_Maps\02 NEOM_Cameratraps_CurrentActive_.png,02 NEOM_Cameratraps_CurrentActive_.png,.png,success,,4.103,2025-12-15 15:06:28.991833,2025-11-07 12:01:56,Turtles,,"02 NEOM, Cameratraps, CurrentActive, ",PNG,RGB,4961.0,3508.0,1.4142,False,,,,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\01_Artificial_Osprey_Nests\03_Footage\Osprey in artifcial nest.jpg,Osprey in artifcial nest.jpg,.jpg,success,,0.036,2025-12-15 15:06:29.087396,2025-11-07 12:01:56,Turtles,,Osprey in artifcial nest,JPEG,RGB,447.0,287.0,1.5575,False,,,,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\02_Camera_Traps\01_Maps\01 NEOM_Cameratraps_Insitu_.png,01 NEOM_Cameratraps_Insitu_.png,.png,success,,2.889,2025-12-15 15:06:29.470604,2025-11-07 12:01:58,Turtles,,"01 NEOM, Cameratraps, Insitu, ",PNG,RGB,4961.0,3508.0,1.4142,False,,,,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\02_Camera_Traps\01_Maps\83504_20241212_NEOM_Cameratraps_CurrentActive_Rev01.png,83504_20241212_NEOM_Cameratraps_CurrentActive_Rev01.png,.png,success,,4.103,2025-12-15 15:06:29.546739,2025-11-07 12:01:58,Turtles,,"83504, 20241212, NEOM, Cameratraps, CurrentActive, Rev01",PNG,RGB,4961.0,3508.0,1.4142,False,,,,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\02_Camera_Traps\01_Maps\Camera Trap Location.png,Camera Trap Location.png,.png,success,,0.598,2025-12-15 15:06:29.594306,2025-11-07 12:01:58,Turtles,,Camera Trap Location,PNG,RGBA,597.0,874.0,0.6831,False,,,,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\02_Camera_Traps\03_Footage\Farsha\CT01\Caspian Gull.JPG,Caspian Gull.JPG,.jpg,success,,4.294,2025-12-15 15:06:29.689443,2025-11-07 12:01:58,Turtles,,Caspian Gull,MPO,RGB,5376.0,3024.0,1.7778,True,BROWNING,BTC-7E4K,2023:02:06 11:02:45,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\02_Camera_Traps\03_Footage\Farsha\CT01\Eurasian Curlew 2.JPG,Eurasian Curlew 2.JPG,.jpg,success,,4.179,2025-12-15 15:06:29.736977,2025-11-07 12:01:58,Turtles,,Eurasian Curlew 2,MPO,RGB,5376.0,3024.0,1.7778,True,BROWNING,BTC-7E4K,2023:01:23 09:06:04,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\02_Camera_Traps\03_Footage\Farsha\CT01\Eurasian Curlew 3.JPG,Eurasian Curlew 3.JPG,.jpg,success,,4.083,2025-12-15 15:06:29.784360,2025-11-07 12:01:58,Turtles,,Eurasian Curlew 3,MPO,RGB,5376.0,3024.0,1.7778,True,BROWNING,BTC-7E4K,2023:01:26 09:19:22,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\02_Camera_Traps\03_Footage\Farsha\CT01\Eurasian Curlew.JPG,Eurasian Curlew.JPG,.jpg,success,,4.026,2025-12-15 15:06:29.865806,2025-11-07 12:01:58,Turtles,,Eurasian Curlew,MPO,RGB,5376.0,3024.0,1.7778,True,BROWNING,BTC-7E4K,2023:01:10 07:27:11,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\02_Camera_Traps\03_Footage\Farsha\CT01\Isabelline Wheatear.JPG,Isabelline Wheatear.JPG,.jpg,success,,4.133,2025-12-15 15:06:29.916775,2025-11-07 12:01:58,Turtles,,Isabelline Wheatear,MPO,RGB,5376.0,3024.0,1.7778,True,BROWNING,BTC-7E4K,2022:09:09 08:30:36,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\02_Camera_Traps\03_Footage\Farsha\CT01\Osprey (front facing 2).JPG,Osprey (front facing 2).JPG,.jpg,success,,4.315,2025-12-15 15:06:30.013751,2025-11-07 12:01:58,Turtles,,Osprey (front facing 2),MPO,RGB,5376.0,3024.0,1.7778,True,BROWNING,BTC-7E4K,2023:02:06 10:55:53,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\02_Camera_Traps\03_Footage\Farsha\CT01\Osprey (front facing).JPG,Osprey (front facing).JPG,.jpg,success,,4.053,2025-12-15 15:06:30.086035,2025-11-07 12:01:58,Turtles,,Osprey (front facing),MPO,RGB,5376.0,3024.0,1.7778,True,BROWNING,BTC-7E4K,2022:12:14 12:58:10,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\02_Camera_Traps\03_Footage\Farsha\CT01\Osprey (side view).JPG,Osprey (side view).JPG,.jpg,success,,4.25,2025-12-15 15:06:30.181568,2025-11-07 12:01:58,Turtles,,Osprey (side view),MPO,RGB,5376.0,3024.0,1.7778,True,BROWNING,BTC-7E4K,2022:11:13 08:18:12,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\02_Camera_Traps\03_Footage\Farsha\CT01\Osprey (with catch).JPG,Osprey (with catch).JPG,.jpg,success,,4.227,2025-12-15 15:06:30.229889,2025-11-07 12:01:58,Turtles,,Osprey (with catch),MPO,RGB,5376.0,3024.0,1.7778,True,BROWNING,BTC-7E4K,2022:11:08 09:03:08,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\02_Camera_Traps\03_Footage\Farsha\CT02\Eastern Black-eared Wheatear.JPG,Eastern Black-eared Wheatear.JPG,.jpg,success,,4.132,2025-12-15 15:06:30.324016,2025-11-07 12:01:58,Turtles,,"Eastern Black, eared Wheatear",MPO,RGB,5376.0,3024.0,1.7778,True,BROWNING,BTC-7E4K,2022:09:13 15:13:23,False
D:\NEOM_PROJECT\Marine_New_Data\Species Conservation Programme phase 2 - Seabirds and Turtles (Work on progress\07_Additional\03_Farsha_Island\02_Camera_Traps\03_Footage\Farsha\CT02\Osprey (front facing 2).JPG,Osprey (front facing 2).JPG,.jpg,success,,4.357,2025-12-15 15:06:30.371887,2025-11-07 12:01:58,Turtles,,Osprey (front facing 2),MPO,RGB,5376.0,3024.0,1.7778,True,BROWNING,BTC-7E4K,2022:12:01 11:27:16,False
